txn_id,date,amount,currency,category,vendor,department,status,is_flagged,approved_by
T000302,2024-03-12,37082.77,EUR,Office,Vendor_42,Design,Flagged,True,E0007
T000303,2024-09-05,-46161.85,GBP,Travel,Vendor_31,HR,Cleared,True,E0049
T000304,2025-01-30,-20321.31,GBP,SaaS,Vendor_34,Operations,Flagged,False,E0041
T000305,2025-03-22,28342.79,GBP,Tax,Vendor_52,Finance,Flagged,False,E0039
T000306,2024-01-19,27041.42,GBP,Payroll,Vendor_34,HR,Cleared,False,E0038
T000307,2025-04-09,44811.7,GBP,Payroll,Vendor_35,Design,Flagged,True,E0048
T000308,2024-08-01,-418.48,USD,Office,Vendor_14,Operations,Cleared,False,E0044
T000309,2024-10-21,-12352.03,GBP,Refund,Vendor_7,Legal,Flagged,False,E0033
T000310,2025-04-28,-5218.29,USD,Refund,Vendor_2,Legal,Flagged,False,E0008
T000311,2025-03-30,-10200.0,EUR,Investment,Vendor_72,Sales,Cleared,False,E0002
T000312,2024-04-27,35793.07,GBP,Marketing,Vendor_49,Legal,Cleared,True,E0044
T000313,2024-04-02,4951.59,EUR,Payroll,Vendor_13,Customer Success,Pending,False,E0021
T000314,2024-05-13,42748.02,EUR,SaaS,Vendor_48,Product,Cleared,True,E0008
T000315,2024-03-20,36608.12,USD,Tax,Vendor_14,Marketing,Pending,True,E0026
T000316,2024-10-30,57.86,EUR,SaaS,Vendor_21,Legal,Pending,False,E0032
T000317,2025-02-09,24560.63,GBP,Marketing,Vendor_63,Operations,Pending,False,E0003
T000318,2024-10-11,-44007.29,GBP,Investment,Vendor_79,Product,Cleared,True,E0030
T000319,2025-04-07,-26845.99,USD,Vendor,Vendor_44,Product,Cleared,False,E0028
T000320,2024-01-19,39380.63,USD,Tax,Vendor_11,Operations,Pending,True,E0029
T000321,2024-02-14,39665.44,EUR,Payroll,Vendor_34,Operations,Cleared,True,E0024
T000322,2024-04-04,-6985.96,EUR,Office,Vendor_65,Marketing,Flagged,False,E0027
T000323,2025-01-13,9606.92,GBP,Office,Vendor_33,Sales,Flagged,False,E0044
T000324,2025-03-05,7335.69,USD,Travel,Vendor_60,Design,Cleared,False,E0017
T000325,2024-10-31,598.15,EUR,SaaS,Vendor_3,Legal,Cleared,False,E0036
T000326,2025-02-17,-30766.72,USD,Tax,Vendor_42,Marketing,Pending,True,E0012
T000327,2025-02-22,-2477.75,EUR,Payroll,Vendor_63,Operations,Flagged,False,E0044
T000328,2024-03-02,-18900.71,EUR,Marketing,Vendor_1,Marketing,Pending,False,E0045
T000329,2024-03-04,-30966.48,USD,Marketing,Vendor_20,HR,Pending,True,E0022
T000330,2024-07-16,-41368.67,USD,SaaS,Vendor_56,Marketing,Cleared,True,E0014
T000331,2024-09-30,-24416.88,USD,Office,Vendor_45,Sales,Cleared,False,E0037
T000332,2024-12-07,-14842.77,USD,Office,Vendor_19,Product,Pending,False,E0001
T000333,2024-07-07,-9803.69,GBP,Investment,Vendor_8,Design,Pending,False,E0042
T000334,2025-03-24,2559.16,USD,Payroll,Vendor_57,Marketing,Pending,False,E0005
T000335,2024-03-18,-10870.84,USD,Marketing,Vendor_5,Marketing,Flagged,False,E0040
T000336,2024-04-18,-1128.71,USD,Travel,Vendor_20,Customer Success,Pending,False,E0011
T000337,2024-08-19,-25254.18,USD,Tax,Vendor_17,Product,Pending,False,E0047
T000338,2024-08-07,-6103.37,EUR,Office,Vendor_65,Design,Cleared,False,E0038
T000339,2024-11-20,34452.37,EUR,Investment,Vendor_58,Product,Pending,True,E0038
T000340,2024-12-17,-34895.14,GBP,Marketing,Vendor_35,Legal,Flagged,True,E0013
T000341,2025-02-07,-42707.62,EUR,Refund,Vendor_45,Product,Cleared,True,E0047
T000342,2025-01-19,38447.9,EUR,Investment,Vendor_34,Legal,Cleared,True,E0044
T000343,2024-06-18,-27009.02,GBP,Tax,Vendor_57,Design,Cleared,False,E0049
T000344,2024-04-05,-46825.14,USD,Tax,Vendor_16,Finance,Cleared,True,E0031
T000345,2024-08-18,9687.3,EUR,Travel,Vendor_39,Engineering,Cleared,False,E0036
T000346,2024-12-14,3401.17,USD,Travel,Vendor_14,HR,Flagged,False,E0047
T000347,2024-02-19,1209.09,USD,Tax,Vendor_52,Operations,Flagged,False,E0001
T000348,2024-03-21,-25046.92,USD,Investment,Vendor_8,Sales,Flagged,False,E0015
T000349,2024-09-13,2850.59,GBP,Office,Vendor_25,Sales,Cleared,False,E0023
T000350,2024-05-21,27489.35,GBP,Travel,Vendor_73,Product,Flagged,False,E0007
T000351,2024-07-03,-1531.28,EUR,Vendor,Vendor_41,Legal,Cleared,False,E0002
T000352,2024-12-10,-12242.0,EUR,Payroll,Vendor_65,Customer Success,Cleared,False,E0016
T000353,2025-01-01,-11994.41,USD,Marketing,Vendor_51,Engineering,Cleared,False,E0027
T000354,2025-04-12,48886.02,USD,SaaS,Vendor_40,Product,Flagged,True,E0041
T000355,2024-11-05,-36817.25,EUR,Vendor,Vendor_71,Marketing,Pending,True,E0042
T000356,2024-02-20,44276.48,USD,Office,Vendor_6,Customer Success,Cleared,True,E0005
T000357,2024-01-31,2936.62,USD,Vendor,Vendor_42,Product,Flagged,False,E0038
T000358,2024-09-11,42322.93,USD,Tax,Vendor_18,Legal,Flagged,True,E0005
T000359,2024-01-20,6433.12,GBP,Refund,Vendor_46,Marketing,Pending,False,E0034
T000360,2024-07-21,-8160.06,EUR,Payroll,Vendor_69,Finance,Pending,False,E0036
T000361,2024-02-17,26280.02,GBP,SaaS,Vendor_15,Operations,Cleared,False,E0029
T000362,2025-05-03,-27396.46,USD,Payroll,Vendor_68,Product,Cleared,False,E0018
T000363,2025-01-21,-30231.68,USD,Travel,Vendor_80,Engineering,Flagged,True,E0010
T000364,2024-01-14,41341.08,EUR,Tax,Vendor_23,Customer Success,Cleared,True,E0031
T000365,2024-01-04,13249.14,GBP,Marketing,Vendor_64,Operations,Flagged,False,E0021
T000366,2025-04-02,15327.68,GBP,Investment,Vendor_69,Design,Flagged,False,E0011
T000367,2024-02-02,-26896.35,EUR,Travel,Vendor_69,Sales,Pending,False,E0012
T000368,2024-03-19,9605.42,USD,SaaS,Vendor_18,Legal,Pending,False,E0043
T000369,2024-12-13,-32534.62,EUR,Marketing,Vendor_5,Sales,Pending,True,E0038
T000370,2024-12-09,35349.11,USD,Investment,Vendor_38,Product,Pending,True,E0019
T000371,2024-04-30,14088.39,GBP,Investment,Vendor_52,Operations,Pending,False,E0039
T000372,2024-05-17,-4547.82,USD,Payroll,Vendor_61,Legal,Cleared,False,E0048
T000373,2024-05-18,25352.11,USD,Tax,Vendor_53,Legal,Flagged,False,E0016
T000374,2024-09-01,34227.07,EUR,Office,Vendor_3,Operations,Pending,True,E0035
T000375,2024-05-04,3966.25,EUR,Payroll,Vendor_2,Product,Flagged,False,E0030
T000376,2025-05-11,-46865.13,GBP,Payroll,Vendor_25,Sales,Pending,True,E0010
T000377,2024-02-18,13014.93,USD,Travel,Vendor_47,Legal,Flagged,False,E0033
T000378,2024-01-02,-21724.7,USD,Travel,Vendor_15,HR,Flagged,False,E0027
T000379,2024-10-24,-7947.56,USD,Vendor,Vendor_7,Sales,Pending,False,E0026
T000380,2024-01-16,-40936.49,GBP,Travel,Vendor_27,HR,Cleared,True,E0001
T000381,2025-03-10,43594.51,USD,SaaS,Vendor_50,Engineering,Flagged,True,E0037
T000382,2024-04-16,-42273.81,EUR,Marketing,Vendor_17,Customer Success,Pending,True,E0015
T000383,2024-04-28,-38302.86,USD,Marketing,Vendor_7,Design,Cleared,True,E0013
T000384,2024-02-23,-49219.84,EUR,Vendor,Vendor_58,Sales,Flagged,True,E0038
T000385,2024-05-31,-18356.43,GBP,Marketing,Vendor_6,HR,Cleared,False,E0039
T000386,2024-12-06,13683.96,EUR,Payroll,Vendor_71,Sales,Flagged,False,E0046
T000387,2024-01-06,-49432.04,EUR,Tax,Vendor_57,Finance,Flagged,True,E0023
T000388,2024-03-21,30256.91,USD,Office,Vendor_77,HR,Cleared,True,E0031
T000389,2025-02-13,-6780.17,EUR,SaaS,Vendor_34,Sales,Cleared,False,E0042
T000390,2025-04-28,-47186.92,GBP,SaaS,Vendor_68,Customer Success,Pending,True,E0007
T000391,2024-01-28,-10314.76,EUR,Tax,Vendor_3,Marketing,Pending,False,E0038
T000392,2024-03-26,46686.19,EUR,Refund,Vendor_57,Product,Pending,True,E0006
T000393,2024-12-06,-19898.6,USD,Office,Vendor_61,Sales,Pending,False,E0022
T000394,2024-04-08,-34884.12,GBP,Refund,Vendor_80,Legal,Pending,True,E0045
T000395,2025-02-09,17768.96,EUR,SaaS,Vendor_51,Sales,Pending,False,E0034
T000396,2024-08-25,44387.81,GBP,Investment,Vendor_77,Sales,Pending,True,E0047
T000397,2024-10-10,36186.68,USD,Refund,Vendor_14,HR,Cleared,True,E0006
T000398,2024-02-04,-24194.17,GBP,Marketing,Vendor_15,Marketing,Pending,False,E0045
T000399,2025-02-16,75.11,EUR,Marketing,Vendor_54,Product,Cleared,False,E0005
T000400,2025-04-13,17279.49,USD,Refund,Vendor_10,Product,Flagged,False,E0017
T000401,2024-02-17,7336.44,USD,Tax,Vendor_52,Legal,Pending,False,E0020
T000402,2025-04-08,44393.12,GBP,Payroll,Vendor_70,HR,Pending,True,E0048
T000403,2025-02-20,-49508.56,EUR,Payroll,Vendor_16,Sales,Pending,True,E0026
T000404,2025-03-28,40635.64,EUR,Payroll,Vendor_50,Sales,Cleared,True,E0042
T000405,2025-03-24,-46322.91,USD,SaaS,Vendor_58,Finance,Flagged,True,E0015
T000406,2025-03-14,-40952.57,GBP,Vendor,Vendor_59,Marketing,Cleared,True,E0016
T000407,2025-05-08,-18209.9,GBP,Tax,Vendor_46,Customer Success,Pending,False,E0001
T000408,2024-01-16,-43634.87,USD,Office,Vendor_38,Marketing,Pending,True,E0047
T000409,2024-01-30,20960.76,EUR,Investment,Vendor_20,Operations,Cleared,False,E0008
T000410,2024-08-03,37006.96,USD,Marketing,Vendor_23,Operations,Flagged,True,E0046
T000411,2025-03-07,-43028.31,USD,Marketing,Vendor_61,HR,Pending,True,E0043
T000412,2024-07-21,44262.89,USD,Marketing,Vendor_68,Marketing,Cleared,True,E0015
T000413,2025-05-02,34295.88,GBP,Tax,Vendor_38,Marketing,Flagged,True,E0005
T000414,2025-02-11,-42076.59,GBP,Marketing,Vendor_52,Engineering,Cleared,True,E0034
T000415,2025-02-17,44927.44,GBP,Office,Vendor_13,HR,Flagged,True,E0010
T000416,2024-05-01,-22092.23,GBP,Tax,Vendor_51,HR,Cleared,False,E0005
T000417,2025-03-08,25356.51,EUR,Tax,Vendor_33,HR,Cleared,False,E0049
T000418,2025-04-18,-26637.94,EUR,Marketing,Vendor_75,HR,Cleared,False,E0028
T000419,2024-01-18,27912.81,GBP,Marketing,Vendor_14,Sales,Flagged,False,E0014
T000420,2024-08-31,48039.97,GBP,Vendor,Vendor_29,Operations,Flagged,True,E0028
T000421,2025-01-15,38479.79,USD,Vendor,Vendor_2,Product,Flagged,True,E0039
T000422,2025-03-10,18394.13,GBP,Refund,Vendor_69,Customer Success,Flagged,False,E0044
T000423,2025-01-18,-17877.03,GBP,Tax,Vendor_7,Sales,Flagged,False,E0050
T000424,2024-09-26,-27257.83,USD,Marketing,Vendor_14,HR,Flagged,False,E0018
T000425,2024-11-23,-21651.94,EUR,Refund,Vendor_31,Finance,Pending,False,E0045
T000426,2024-04-24,-12888.06,GBP,Refund,Vendor_32,Customer Success,Flagged,False,E0031
T000427,2024-01-18,-40622.08,EUR,Investment,Vendor_47,Marketing,Pending,True,E0016
T000428,2024-02-09,16576.1,GBP,Refund,Vendor_41,Engineering,Pending,False,E0001
T000429,2025-02-11,6350.9,EUR,Payroll,Vendor_11,Sales,Flagged,False,E0021
T000430,2024-11-14,-10217.19,GBP,Refund,Vendor_35,Engineering,Flagged,False,E0040
T000431,2024-07-02,-33084.8,USD,Office,Vendor_46,Engineering,Flagged,True,E0023
T000432,2024-09-04,42170.07,USD,Investment,Vendor_9,Design,Pending,True,E0029
T000433,2025-01-08,-34668.09,EUR,Investment,Vendor_7,Customer Success,Cleared,True,E0048
T000434,2025-03-25,10634.35,GBP,SaaS,Vendor_37,Sales,Pending,False,E0041
T000435,2024-02-18,-40961.46,EUR,Marketing,Vendor_5,Customer Success,Cleared,True,E0048
T000436,2024-09-06,1279.96,GBP,Payroll,Vendor_66,Design,Flagged,False,E0048
T000437,2024-12-01,-44607.46,GBP,Travel,Vendor_12,Sales,Cleared,True,E0043
T000438,2025-02-24,-38225.0,GBP,Office,Vendor_78,Marketing,Flagged,True,E0010
T000439,2025-02-02,32599.84,USD,Travel,Vendor_31,Sales,Cleared,True,E0022
T000440,2024-07-18,-1395.43,USD,Office,Vendor_1,Finance,Flagged,False,E0023
T000441,2025-04-27,25666.85,EUR,Vendor,Vendor_55,Marketing,Flagged,False,E0030
T000442,2024-12-24,-38387.28,EUR,Vendor,Vendor_25,Operations,Cleared,True,E0032
T000443,2024-11-30,20839.22,USD,SaaS,Vendor_26,HR,Flagged,False,E0032
T000444,2024-04-29,19953.77,EUR,SaaS,Vendor_13,Operations,Flagged,False,E0010
T000445,2024-01-07,10920.15,USD,Payroll,Vendor_57,Legal,Cleared,False,E0031
T000446,2024-05-13,-38806.67,GBP,Investment,Vendor_59,Sales,Flagged,True,E0046
T000447,2024-11-11,-21251.16,EUR,Payroll,Vendor_43,Legal,Cleared,False,E0043
T000448,2025-05-06,34691.51,EUR,Travel,Vendor_1,Legal,Pending,True,E0023
T000449,2024-12-18,34838.62,GBP,Investment,Vendor_63,Product,Flagged,True,E0046
T000450,2024-11-06,-27626.26,EUR,SaaS,Vendor_63,Finance,Pending,False,E0038
T000451,2024-06-27,-4616.85,USD,Investment,Vendor_13,Customer Success,Flagged,False,E0005
T000452,2024-03-06,8299.53,USD,Travel,Vendor_42,Sales,Cleared,False,E0043
T000453,2025-03-30,13664.22,USD,Travel,Vendor_7,Sales,Cleared,False,E0031
T000454,2024-06-17,-31227.61,GBP,Payroll,Vendor_23,Operations,Pending,True,E0037
T000455,2024-05-22,45467.87,EUR,Vendor,Vendor_22,Finance,Cleared,True,E0047
T000456,2024-03-05,-31864.01,USD,Payroll,Vendor_72,Product,Cleared,True,E0034
T000457,2025-01-20,-17824.58,GBP,Refund,Vendor_8,Legal,Pending,False,E0014
T000458,2024-10-26,33096.63,USD,Travel,Vendor_62,Engineering,Flagged,True,E0023
T000459,2024-10-14,37797.64,GBP,Travel,Vendor_62,Legal,Cleared,True,E0008
T000460,2024-04-25,44986.19,USD,Tax,Vendor_71,Marketing,Cleared,True,E0025
T000461,2024-11-28,-44591.52,USD,Travel,Vendor_58,Sales,Pending,True,E0007
T000462,2024-11-15,-26811.49,EUR,Investment,Vendor_39,Operations,Flagged,False,E0039
T000463,2024-10-05,5911.19,USD,Investment,Vendor_1,Finance,Pending,False,E0041
T000464,2024-05-22,48460.67,EUR,Travel,Vendor_70,Sales,Cleared,True,E0015
T000465,2025-02-10,-29113.48,USD,Marketing,Vendor_74,Operations,Pending,False,E0011
T000466,2024-06-05,34231.4,EUR,Marketing,Vendor_4,Product,Pending,True,E0001
T000467,2024-01-08,-17912.7,USD,Office,Vendor_42,Design,Flagged,False,E0009
T000468,2025-03-13,-29553.58,EUR,Investment,Vendor_13,Sales,Flagged,False,E0002
T000469,2024-12-07,5540.6,USD,Travel,Vendor_67,HR,Cleared,False,E0009
T000470,2025-01-08,41069.73,EUR,Refund,Vendor_62,Legal,Flagged,True,E0049
T000471,2024-03-25,46152.88,GBP,Refund,Vendor_46,Finance,Pending,True,E0005
T000472,2024-07-09,-7383.14,EUR,Vendor,Vendor_42,Finance,Cleared,False,E0048
T000473,2024-01-18,-5375.18,USD,Tax,Vendor_53,Customer Success,Flagged,False,E0032
T000474,2024-02-01,14463.21,GBP,Tax,Vendor_28,Finance,Cleared,False,E0007
T000475,2024-10-20,28876.71,USD,Tax,Vendor_12,Sales,Flagged,False,E0022
T000476,2024-06-21,24356.33,USD,Travel,Vendor_63,Finance,Flagged,False,E0008
T000477,2025-03-06,-30968.71,GBP,Payroll,Vendor_30,Product,Pending,True,E0040
T000478,2024-02-09,47252.99,USD,Travel,Vendor_63,Legal,Flagged,True,E0042
T000479,2024-04-18,-47251.84,USD,Investment,Vendor_75,Marketing,Cleared,True,E0001
T000480,2024-05-26,48496.54,EUR,Investment,Vendor_17,Engineering,Pending,True,E0010
T000481,2025-02-16,-40349.96,USD,Marketing,Vendor_58,Operations,Cleared,True,E0020
T000482,2024-08-08,5888.06,EUR,Travel,Vendor_19,HR,Pending,False,E0004
T000483,2025-01-28,-7540.05,EUR,SaaS,Vendor_74,Legal,Cleared,False,E0022
T000484,2025-01-01,39110.72,EUR,Refund,Vendor_80,Sales,Cleared,True,E0002
T000485,2025-02-20,-4970.37,USD,Payroll,Vendor_80,HR,Pending,False,E0036
T000486,2025-02-20,16143.29,GBP,Payroll,Vendor_30,HR,Flagged,False,E0045
T000487,2024-06-13,-48882.59,GBP,Vendor,Vendor_73,Legal,Pending,True,E0035
T000488,2025-03-16,30073.23,GBP,Marketing,Vendor_36,HR,Pending,True,E0021
T000489,2025-05-02,20404.39,GBP,Investment,Vendor_11,Product,Pending,False,E0019
T000490,2024-04-04,-46638.37,EUR,Marketing,Vendor_8,HR,Cleared,True,E0024
T000491,2025-04-17,19050.78,EUR,Tax,Vendor_62,Operations,Cleared,False,E0037
T000492,2025-02-06,-32571.06,USD,Tax,Vendor_64,HR,Flagged,True,E0048
T000493,2024-11-01,17955.35,USD,Payroll,Vendor_10,Finance,Pending,False,E0041
T000494,2024-02-10,-19677.85,USD,Office,Vendor_69,Engineering,Pending,False,E0041
T000495,2024-09-02,-48089.51,USD,Marketing,Vendor_35,Customer Success,Pending,True,E0020
T000496,2024-09-22,-24261.71,USD,Payroll,Vendor_6,Operations,Cleared,False,E0002
T000497,2024-05-29,21321.04,EUR,Office,Vendor_33,Legal,Pending,False,E0025
T000498,2024-09-27,29193.48,EUR,Investment,Vendor_57,HR,Cleared,False,E0024
T000499,2024-07-27,-48107.33,GBP,SaaS,Vendor_37,Customer Success,Pending,True,E0009
T000500,2024-06-10,-5651.69,USD,Vendor,Vendor_25,Design,Cleared,False,E0045
T000501,2024-08-28,10243.81,GBP,Vendor,Vendor_12,Design,Cleared,False,E0011
T000502,2024-12-07,39245.13,EUR,Office,Vendor_23,HR,Cleared,True,E0036
T000503,2024-12-11,-38249.83,GBP,Office,Vendor_78,Engineering,Pending,True,E0016
T000504,2024-02-25,-16180.17,USD,Refund,Vendor_10,Product,Pending,False,E0005
T000505,2024-11-19,-6716.24,EUR,Refund,Vendor_62,Customer Success,Cleared,False,E0050
T000506,2025-03-02,31470.47,GBP,Payroll,Vendor_30,Marketing,Flagged,True,E0016
T000507,2024-03-03,8393.84,EUR,Refund,Vendor_8,Marketing,Pending,False,E0020
T000508,2025-05-08,-12424.71,EUR,Investment,Vendor_33,Operations,Pending,False,E0025
T000509,2024-10-30,-8057.96,EUR,Investment,Vendor_78,Marketing,Pending,False,E0044
T000510,2024-06-06,-41600.24,GBP,Investment,Vendor_30,Marketing,Flagged,True,E0050
T000511,2024-02-04,36681.12,USD,Refund,Vendor_17,Operations,Flagged,True,E0044
T000512,2024-12-14,-22095.44,EUR,SaaS,Vendor_75,Product,Flagged,False,E0046
T000513,2024-06-15,47913.3,USD,Marketing,Vendor_39,Design,Flagged,True,E0020
T000514,2024-01-11,38907.04,GBP,Marketing,Vendor_50,HR,Flagged,True,E0017
T000515,2025-04-04,-9482.28,GBP,SaaS,Vendor_38,Design,Flagged,False,E0033
T000516,2024-09-10,6014.99,GBP,Refund,Vendor_32,Product,Pending,False,E0043
T000517,2024-11-22,17357.33,EUR,Tax,Vendor_33,Legal,Pending,False,E0014
T000518,2024-08-19,3113.09,EUR,Travel,Vendor_36,Marketing,Pending,False,E0008
T000519,2024-10-15,-40038.42,GBP,Refund,Vendor_16,Customer Success,Cleared,True,E0035
T000520,2024-10-19,-5363.31,EUR,Tax,Vendor_59,Customer Success,Pending,False,E0045
T000521,2025-05-01,-9972.22,USD,Vendor,Vendor_76,Sales,Flagged,False,E0013
T000522,2025-04-02,-13521.91,EUR,Marketing,Vendor_17,HR,Flagged,False,E0043
T000523,2024-11-28,11121.4,USD,Refund,Vendor_56,Legal,Pending,False,E0001
T000524,2024-09-28,29354.98,EUR,Refund,Vendor_41,Legal,Cleared,False,E0002
T000525,2024-11-17,-12523.21,GBP,Tax,Vendor_28,Legal,Flagged,False,E0043
T000526,2025-02-26,48028.94,EUR,Payroll,Vendor_39,Operations,Pending,True,E0031
T000527,2025-05-09,-1868.16,USD,Marketing,Vendor_5,HR,Pending,False,E0030
T000528,2025-04-28,42523.93,USD,Office,Vendor_3,Sales,Pending,True,E0024
T000529,2025-05-07,-21790.12,GBP,Marketing,Vendor_5,Legal,Flagged,False,E0040
T000530,2025-03-25,3822.72,EUR,Office,Vendor_17,HR,Pending,False,E0041
T000531,2024-04-20,-938.85,EUR,Investment,Vendor_35,HR,Pending,False,E0047
T000532,2024-06-21,20951.87,GBP,Refund,Vendor_50,Customer Success,Cleared,False,E0016
T000533,2025-02-27,-16173.6,EUR,SaaS,Vendor_1,HR,Cleared,False,E0037
T000534,2025-04-05,-15853.87,USD,Payroll,Vendor_58,Marketing,Pending,False,E0047
T000535,2024-08-28,-36925.9,GBP,SaaS,Vendor_61,Customer Success,Flagged,True,E0021
T000536,2024-12-10,750.98,GBP,Refund,Vendor_8,Design,Flagged,False,E0018
T000537,2025-03-06,43838.75,USD,Tax,Vendor_52,Engineering,Cleared,True,E0027
T000538,2025-04-18,-7633.09,GBP,Investment,Vendor_4,Marketing,Pending,False,E0028
T000539,2024-12-14,37514.03,EUR,Investment,Vendor_23,Legal,Pending,True,E0013
T000540,2024-12-20,-13964.13,USD,Refund,Vendor_78,Customer Success,Cleared,False,E0028
T000541,2024-06-30,-27606.58,EUR,Refund,Vendor_68,Operations,Cleared,False,E0018
T000542,2024-09-08,-39382.91,EUR,Vendor,Vendor_76,Sales,Pending,True,E0013
T000543,2025-04-28,18035.39,GBP,Office,Vendor_3,Product,Cleared,False,E0022
T000544,2024-11-06,-32406.81,USD,Vendor,Vendor_50,Legal,Cleared,True,E0023
T000545,2024-08-06,11304.9,GBP,Payroll,Vendor_62,Legal,Flagged,False,E0010
T000546,2024-04-16,-44652.92,GBP,Payroll,Vendor_3,Design,Cleared,True,E0013
T000547,2024-04-20,25421.44,GBP,Marketing,Vendor_75,Engineering,Cleared,False,E0014
T000548,2025-04-29,27078.74,EUR,Travel,Vendor_23,Customer Success,Flagged,False,E0046
T000549,2024-03-30,25789.38,EUR,Marketing,Vendor_13,Design,Cleared,False,E0006
T000550,2024-12-22,-12066.52,GBP,Office,Vendor_79,Legal,Cleared,False,E0008
T000551,2024-11-26,19426.53,GBP,Marketing,Vendor_54,Operations,Cleared,False,E0016
T000552,2024-02-04,49091.88,GBP,SaaS,Vendor_71,Product,Flagged,True,E0007
T000553,2024-05-14,-6535.42,EUR,Office,Vendor_13,Sales,Flagged,False,E0010
T000554,2024-01-15,30972.06,USD,Payroll,Vendor_48,Legal,Pending,True,E0028
T000555,2024-12-14,-6728.67,GBP,Marketing,Vendor_20,Finance,Flagged,False,E0019
T000556,2025-02-27,-31111.52,GBP,Travel,Vendor_62,HR,Flagged,True,E0048
T000557,2025-03-29,49746.59,USD,Investment,Vendor_65,Operations,Pending,True,E0016
T000558,2024-08-30,21950.62,USD,Marketing,Vendor_71,HR,Cleared,False,E0048
T000559,2024-05-04,-49027.13,GBP,SaaS,Vendor_58,Product,Cleared,True,E0044
T000560,2025-02-09,-42067.89,EUR,Travel,Vendor_10,Customer Success,Cleared,True,E0023
T000561,2024-01-24,44878.97,EUR,Office,Vendor_26,Marketing,Pending,True,E0029
T000562,2024-11-12,10632.44,EUR,Marketing,Vendor_66,Finance,Flagged,False,E0030
T000563,2024-03-14,-10542.5,GBP,Refund,Vendor_63,Legal,Cleared,False,E0047
T000564,2024-09-18,37968.69,GBP,Marketing,Vendor_77,Sales,Cleared,True,E0034
T000565,2025-05-10,-6380.0,USD,Investment,Vendor_63,Product,Pending,False,E0032
T000566,2025-02-07,3837.44,GBP,Vendor,Vendor_7,Operations,Cleared,False,E0029
T000567,2024-07-13,20495.98,USD,Tax,Vendor_80,Customer Success,Pending,False,E0012
T000568,2025-03-03,24934.77,USD,Office,Vendor_63,Finance,Cleared,False,E0043
T000569,2024-09-20,-44980.44,USD,Marketing,Vendor_3,Operations,Cleared,True,E0046
T000570,2025-04-03,-49204.86,USD,Vendor,Vendor_18,Legal,Pending,True,E0016
T000571,2025-02-06,18847.64,EUR,Payroll,Vendor_24,Customer Success,Pending,False,E0029
T000572,2024-09-27,42316.27,EUR,Tax,Vendor_29,HR,Pending,True,E0002
T000573,2024-02-10,8243.98,EUR,Travel,Vendor_9,Sales,Cleared,False,E0008
T000574,2025-01-03,-17670.04,EUR,Office,Vendor_51,Product,Cleared,False,E0006
T000575,2025-02-20,-28110.09,USD,Payroll,Vendor_9,Product,Pending,False,E0037
T000576,2024-04-07,-40772.45,EUR,Office,Vendor_54,Engineering,Pending,True,E0015
T000577,2024-01-04,-31511.47,USD,Refund,Vendor_28,Product,Cleared,True,E0016
T000578,2025-03-02,9556.47,GBP,Payroll,Vendor_11,Engineering,Cleared,False,E0043
T000579,2025-03-27,44409.06,GBP,SaaS,Vendor_53,Marketing,Cleared,True,E0036
T000580,2024-11-11,35284.03,USD,Marketing,Vendor_2,Engineering,Pending,True,E0005
T000581,2024-04-16,2421.82,EUR,Marketing,Vendor_76,Customer Success,Pending,False,E0004
T000582,2024-03-28,41554.98,EUR,Vendor,Vendor_35,Finance,Pending,True,E0035
T000583,2025-01-04,-45857.4,EUR,Refund,Vendor_11,Sales,Flagged,True,E0046
T000584,2025-03-12,-46906.15,USD,Marketing,Vendor_44,Engineering,Cleared,True,E0021
T000585,2025-01-17,-25757.67,USD,Vendor,Vendor_74,HR,Flagged,False,E0041
T000586,2024-07-27,-44188.19,USD,Refund,Vendor_52,Legal,Cleared,True,E0045
T000587,2025-03-17,-22596.99,EUR,Refund,Vendor_78,Customer Success,Pending,False,E0004
T000588,2025-03-09,-17266.54,GBP,Office,Vendor_49,Marketing,Pending,False,E0031
T000589,2024-06-28,-49177.01,EUR,SaaS,Vendor_23,Operations,Pending,True,E0017
T000590,2025-01-22,-44310.38,GBP,Marketing,Vendor_65,Customer Success,Cleared,True,E0050
T000591,2025-01-08,26008.15,EUR,Marketing,Vendor_14,Design,Cleared,False,E0032
T000592,2025-02-01,-100.11,USD,Marketing,Vendor_72,Design,Cleared,False,E0025
T000593,2024-01-29,-13090.6,GBP,Payroll,Vendor_10,Legal,Pending,False,E0043
T000594,2025-02-06,36280.93,EUR,Refund,Vendor_6,Design,Cleared,True,E0026
T000595,2024-09-08,23801.69,EUR,Office,Vendor_6,Operations,Pending,False,E0047
T000596,2024-05-28,-40859.15,EUR,Marketing,Vendor_18,Legal,Pending,True,E0050
T000597,2024-03-15,24871.99,EUR,Payroll,Vendor_68,Design,Cleared,False,E0045
T000598,2024-06-26,34804.9,USD,Office,Vendor_16,Finance,Pending,True,E0043
T000599,2024-09-19,15792.61,USD,Tax,Vendor_66,Operations,Flagged,False,E0029
T000600,2024-01-23,-20668.58,EUR,Vendor,Vendor_53,Legal,Flagged,False,E0033
T000601,2024-02-29,-20518.7,USD,Refund,Vendor_49,Design,Cleared,False,E0029
T000602,2024-11-30,-48939.03,EUR,Investment,Vendor_10,Operations,Cleared,True,E0028
T000603,2024-07-03,7678.15,USD,Travel,Vendor_77,Product,Pending,False,E0027
